"Album","Artist","Jacket"
"Brass Construction II","Brass Construction","https://i.discogs.com/tzwPrDJhNnzw_JuLXHHxB2pxFtwbkJsMiEROj1WyhXE/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc5/OTc5OS0xMzA2NDIz/MTI1LmpwZWc.jpeg"
"The Bessie Smith Story - Volume 1","Bessie Smith","https://i.discogs.com/QZIvYHp4ojhJ23lVHH-ciG_ip60u6WCjfIzzIiHly70/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/MTM2NDAyLTE1NDg2/OTUzNTAtNDMzMy5q/cGVn.jpeg"
"The Bessie Smith Story - Volume 1","Louis Armstrong","https://i.discogs.com/QZIvYHp4ojhJ23lVHH-ciG_ip60u6WCjfIzzIiHly70/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/MTM2NDAyLTE1NDg2/OTUzNTAtNDMzMy5q/cGVn.jpeg"
"The Bessie Smith Story - Volume 3","Bessie Smith","https://i.discogs.com/1HrjZRtxGRiLeAObUzgt_mV3EYDuIzfKKOFT9ElCqyQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTg1/MDg2NDMtMTQ5OTgz/NjQyOC04NTI1Lmpw/ZWc.jpeg"
"The World's Greatest Blues Singer","Bessie Smith","https://i.discogs.com/Z1iCb_jIgf2foS5AkJ5ZEnJHe-iUMUn0twhN7aRBWqg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIy/NDcwMzItMTQyMTMw/NzUwMi00MTE5Lmpw/ZWc.jpeg"
"Behold The Mighty Army","New Birth","https://i.discogs.com/a88hqrQT5U4JkjIj6BIlrf7Fps0LQ3OS_ROv2zrp3yM/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQz/MzYyMC0xMjQzMzQ3/NzU2LmpwZWc.jpeg"
"Behold The Mighty Army","Leslie Wilson","https://i.discogs.com/a88hqrQT5U4JkjIj6BIlrf7Fps0LQ3OS_ROv2zrp3yM/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQz/MzYyMC0xMjQzMzQ3/NzU2LmpwZWc.jpeg"
"Why Do Fools Fall In Love","Diana Ross","https://i.discogs.com/PaLbsm2jyreUdqC5JH5FnYxSk_vfPN3kCCl86ohfXqQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ1/NzE2My0xNTUzMjc4/MjkyLTM0NjMuanBl/Zw.jpeg"
"Have Trumpet, Will Excite!","Dizzy Gillespie","https://i.discogs.com/5KuYJ0N9MmsOt0U3NWQMRKxcNBm08fdGnO7l-tfm7ls/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTcy/MDIzNzQtMTQ4NzYy/NzYxMy05MDI5Lmpw/ZWc.jpeg"
"Dizzy In Paris","Dizzy Gillespie","https://i.discogs.com/grukxQluSXiv5iKnMsBp9y5oxTesAYjBfWpl3yMVn1Q/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ2/OTIyNTgtMTM3MzE5/MjA0Ny04Njk0Lmpw/ZWc.jpeg"
"West Side Story","Oscar Peterson Trio","https://i.discogs.com/h-nwgnHFDVD9CbDau3iw15vK0GUI01E9rRmG8bLOGM4/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM3/Nzc2NS0xNjA2NDk4/NDg4LTgzMTQuanBl/Zw.jpeg"
"We Insist! Max Roach's Freedom Now Suite","Max Roach","https://i.discogs.com/CNpCQ7HovobZ3rPpyBZ7PmHAhyjUOAxQ101-lstYrD4/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIy/MDA4NDYtMTQxNTYz/NjkyOS0zMzg4Lmpw/ZWc.jpeg"
"Mercy, Mercy, Mercy! - Live At ""The Club""","The Cannonball Adderley Quintet","https://i.discogs.com/Ikl4TEbVpSTwbNz6niMuLRKc_YvTIbT5mVSDUFLyUhI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/MjM2MTktMTU5Mzg0/NDQ0Mi04Mjk4Lmpw/ZWc.jpeg"
"Peace","Chet Baker","https://i.discogs.com/-SXcC0ec9LHqS8gsquxM0BJQnNXRluLL8cxT6IKg9Rg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/NDU2NzgtMTI0NDMw/NjkxMy5qcGVn.jpeg"
"Peace","David Friedman","https://i.discogs.com/-SXcC0ec9LHqS8gsquxM0BJQnNXRluLL8cxT6IKg9Rg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/NDU2NzgtMTI0NDMw/NjkxMy5qcGVn.jpeg"
"Peace","Buster Williams","https://i.discogs.com/-SXcC0ec9LHqS8gsquxM0BJQnNXRluLL8cxT6IKg9Rg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/NDU2NzgtMTI0NDMw/NjkxMy5qcGVn.jpeg"
"Peace","Joe Chambers","https://i.discogs.com/-SXcC0ec9LHqS8gsquxM0BJQnNXRluLL8cxT6IKg9Rg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/NDU2NzgtMTI0NDMw/NjkxMy5qcGVn.jpeg"
"West Side Story (The Original Sound Track Recording)","Leonard Bernstein","https://i.discogs.com/2KcojA5MhCq2SErC7SUDSqM7rE0Vb7wee94hV3KfmTg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYy/NzczMTctMTQxNTQw/Nzk2NS04Nzg0Lmpw/ZWc.jpeg"
"Out Of The Blue","Electric Light Orchestra","https://i.discogs.com/kEOLjutT5NnWrScgbVOiEa1SCINeNQ_h8oStDEv95PI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/NDEwOTMtMTM3Nzg4/NTU2OC01NjM1Lmpw/ZWc.jpeg"
"Armed Forces","Elvis Costello And The Attractions","https://i.discogs.com/2fsKW13xJ3ir2vHWBmfHuUF0PpiNXzkS3ny8GsTjE8k/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEx/MDEwNzctMTE5MjA2/OTk0NS5qcGVn.jpeg"
"Soulful","Dionne Warwick","https://i.discogs.com/wSUQR2-nSgvh-FlXzl-WY1s6M0d7LIXZDjNCGndOPqs/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYy/MjQ5Ni0xMzkxMzU1/NDMxLTIyMjUuanBl/Zw.jpeg"
"Jazz At The Plaza Vol. II","Duke Ellington & His Orchestra","https://i.discogs.com/9pD6OWRHvRGkhtCzJkZe_AVwi5MKiT8qOScOxNJWMhU/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE5/MDUwNzYtMTI4Mjkx/NDI0Ni5qcGVn.jpeg"
"Double Fantasy","John Lennon & Yoko Ono","https://i.discogs.com/oGm_X-p5ccXHh37ceWZOikQ4FP86f0S994IJQGyypzg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTky/NDU2NjktMTQ4NDE4/MjgyNy0xODc2Lmpw/ZWc.jpeg"
"Wheels Of Fire","Cream (2)","https://i.discogs.com/aBbEw5V80NYsG4duSJjUcoc6Zz-bYYUVuEFVawmmH5o/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ3/NTM3MzktMTM4MzQ0/Mjg0NS04MTc5Lmpw/ZWc.jpeg"
"World Statesman","Dizzy Gillespie","https://i.discogs.com/gMj1Jd0X3UWvOo6Kf61S-t67D1HqQTQzfRVsQLDsxYs/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/MzY5NDItMTUwOTU5/NDE4Mi0yOTMzLmpw/ZWc.jpeg"
"Fine Line","Harry Styles","https://i.discogs.com/soSi2MPa2CFH_5kDHrE_xOm1UUvd-owUdVBqwOzUf8s/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/NTEwOTc4LTE2MTU0/OTczNTAtMjgyMy5q/cGVn.jpeg"
"Benefit","Jethro Tull","https://i.discogs.com/qvmTZ2RaB2samH7L4lEWqF72xCiFQ6A4XW7mZ5T9tCA/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/Mjk0NDAtMTU4NDIx/NTA1My0xNzk3Lmpw/ZWc.jpeg"
"Electric Warrior","T. Rex","https://i.discogs.com/uXCMP_a0v3tht_OR-fPj82C52-xXjuLp8qQAfRuX9qM/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTk2/NzU4NTItMTUyNTAx/MjA4Ny03NjU0Lmpw/ZWc.jpeg"
"Zinc Alloy And The Hidden Riders Of Tomorrow","T. Rex","https://i.discogs.com/BoKmny-H4l_AH_2QfTReOBsVKEW9JwDGvDyzsZGIfsE/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMy/ODM1MzUtMTMyMzg3/NzI1MC5qcGVn.jpeg"
"Without Fear","Dermot Kennedy","https://i.discogs.com/trwCrS_v_F5ratfHkEW814HZreq-_gdfH0lL4hDgnJ0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/NjM4OTE4LTE2MDkw/MDE5OTQtNDc1MS5q/cGVn.jpeg"
"Brain Salad Surgery","Emerson, Lake & Palmer","https://i.discogs.com/qX0RU2MYXX0BbImP3MPtg4-AVz2Wa2MByov0LUvXibI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE3/NDM5NzQtMTMwNzIw/MDEyOS5qcGVn.jpeg"
"Sticky Fingers","The Rolling Stones","https://i.discogs.com/6XnsZ9dKfrzXTEV9d4q4F_6QqWuH7zTcUp_wH2JeHpk/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU1/ODMyOTktMTQ2MzIy/OTg4Mi0zOTQ5Lmpw/ZWc.jpeg"
"Tommy","The Who","https://i.discogs.com/IxnfxBATsPvydmnTqkD3diP3285Ve9FmcANjWXpZJZ4/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ4/ODA0ODQtMTM3ODM1/MjMzNS00NDc1Lmpw/ZWc.jpeg"
"She's So Unusual","Cyndi Lauper","https://i.discogs.com/Io18QjpQNtiVgjFMQx9EUigz9ZX5xzBkB0z25pXl8n0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE2/MDY1NTAtMTI3NDY3/OTcyMi5qcGVn.jpeg"
"Captain Fantastic And The Brown Dirt Cowboy","Elton John","https://i.discogs.com/iXM8Tn0di32qHkDx_gn0RnqJdUdKZ4iwhryT9EgvIbs/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM5/NDQ1MC0xMzI3NjQ5/NjEwLmpwZWc.jpeg"
"Madman Across The Water","Elton John","https://i.discogs.com/ZElKLlEuLzt58lZBv5tNBzvorUl6YbuHRM5Bp5-qsxI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ1/MTY5MDktMTM2NzEy/NzM4OC0xNTQ1Lmpw/ZWc.jpeg"
"Hotel California","Eagles","https://i.discogs.com/YbqXu8aEJ4ZhTEBX_TZNGzmvRqXjzI4rWGOS3kTBziM/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/NDM1NTMtMTIzNzgy/NzIzNi5qcGVn.jpeg"
"Hotspot","Pet Shop Boys","https://i.discogs.com/JmcmNXgGtUGOPb1ufdU28vQTsB__aDL_LAm2xcZ05A8/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/NjkyMjkyLTE1Nzk4/NDE3NjUtODMzNC5q/cGVn.jpeg"
"Rumours","Fleetwood Mac","https://i.discogs.com/gnavfowi8jHtOUbuPEtKu6wgSk69-nblFOs9QxNIK4g/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/MTk5NDg2LTE2MjEw/MjgzNTItODQzMS5q/cGVn.jpeg"
"Quarterflash","Quarterflash","https://i.discogs.com/GrdaBMHTv1l4rbo9yj5h6pRBhOxWEnN8pEMonEEbcL0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc2/ODQ1ODQtMTQ0NjY3/NjQ5OS0zNTc4Lmpw/ZWc.jpeg"
"Naturally","Three Dog Night","https://i.discogs.com/5_yOVZHICvKTBHLVBRHYhBZA9TikOV1cQp0z8VAgAbA/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/OTkyOTgtMTQxNjk5/NjUzOC05MjMzLmpw/ZWc.jpeg"
"Dancing In The Street","David Bowie","https://i.discogs.com/dS22jFdqq-yoCNMXn9YWX1d5eITHtLiryYsrKCAWnwg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU2/MDM0Ni0xMzgxNDI3/MjA3LTMyMzEuanBl/Zw.jpeg"
"Dancing In The Street","Mick Jagger","https://i.discogs.com/dS22jFdqq-yoCNMXn9YWX1d5eITHtLiryYsrKCAWnwg/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU2/MDM0Ni0xMzgxNDI3/MjA3LTMyMzEuanBl/Zw.jpeg"
"True Confessions","Bananarama","https://i.discogs.com/QH91Q44oJXLHoTuE_9ed5EmpxCjrsHPAlQGwTUTpNBM/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQz/ODEzNC0xMzI2OTUw/NzY0LmpwZWc.jpeg"
"Another Step","Kim Wilde","https://i.discogs.com/p2b1kdL9WiyKomVGX22laAXpNOpMP0lLr5vJc3Dz8WU/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTUw/NjIyOS0xMjkyODA2/MjU5LmpwZWc.jpeg"
"Greatest","Bee Gees","https://i.discogs.com/dmm-HCFbKcf5V4HuUFSo6VBokPc7a21gNDdyCJTJQWY/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE3/MDc5MzAtMTI3MTg5/OTg4MC5qcGVn.jpeg"
"I Love Rock 'N Roll","Joan Jett & The Blackhearts","https://i.discogs.com/VLK6XhEiiigHrRO5A10qcUi89OhhAIm2FFMbkUtg_JQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM5/MjU4Ni0xMzU3MTc0/MDY2LTQ2MzEuanBl/Zw.jpeg"
"Born To Run","Bruce Springsteen","https://i.discogs.com/vK851TI8LjC8fYBHcBNc5JpE2r73G-uLgiM2cOAJiIY/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU2/MDE5MTYtMTM5Nzcx/MDYzNi0xMTEyLmpw/ZWc.jpeg"
"1999","Prince","https://i.discogs.com/jcnqGzDjtu6uLjNpBzDRHEfYlUVW3zOFS6Y6aWjEQDI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEy/NTg4MS0xMzYzNDY3/NTQyLTc0NTkuanBl/Zw.jpeg"
"Elvis","Elvis Presley","https://i.discogs.com/YmIGYrFw8_zyKEPQb12TtyjnKgN26Laww8SwF-LCHzE/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEx/NTQyOTgtMTI2MjI4/NjU4Mi5qcGVn.jpeg"
"The Clash","The Clash","https://i.discogs.com/ihweSpGgX7dHDJtAxQmgNuunEDt22UkaIt41FckwR-0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQz/MDQ3NTktMTM2MTIz/Mjc1OC03NDUxLmpw/ZWc.jpeg"
"Come Together","Ike & Tina Turner","https://i.discogs.com/WG1f4wZ5VnogMOyA_80c991X33PTxZ4O09HF0oE8tpw/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NDgxODctMTQwMjg5/MjY5Mi00NzczLmpw/ZWc.jpeg"
"Come Together","The Ikettes","https://i.discogs.com/WG1f4wZ5VnogMOyA_80c991X33PTxZ4O09HF0oE8tpw/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NDgxODctMTQwMjg5/MjY5Mi00NzczLmpw/ZWc.jpeg"
"Shake It Up","The Cars","https://i.discogs.com/sGeTpclGn_MMCf-o1FpXXB63FBK5efvi3eO3iDqxQkw/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc5/MTA1Mi0xMzI1NDQ4/NDY1LmpwZWc.jpeg"
"The Beatles","The Beatles","https://i.discogs.com/qx6rn0OPqXWxKPb8w5AcPrtuKAR1crGNOs4SbGW6oXE/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI2/MTE4NDYtMTQ3MDE1/NDkyOC0zNDUwLmpw/ZWc.jpeg"
"Reach Out","Four Tops","https://i.discogs.com/TSq2cIxOQzLAIvb72WnHOSLuXXe0Xi32-iZPbFBllhQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/MTUwNzA5LTE2MDUx/ODQxODUtMTcyMS5q/cGVn.jpeg"
"The Temptations With A Lot O' Soul","The Temptations","https://i.discogs.com/PfM7lj1o42lwbAXZDQJ6791dPa-sCocTsQq9P_vCG2E/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTkx/ODc1MjYtMTUyMjYw/ODkyNC00NjcwLmpw/ZWc.jpeg"
"The Age Of Aquarius","The 5th Dimension","https://i.discogs.com/YSgkFk7oTBmZUJkKH6Acnsy4497XcIQDakPhTb0ne3Y/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI4/NzQ0MjYtMTMwOTg0/MTAwNS5qcGVn.jpeg"
"Cold Sweat","James Brown & The Famous Flames","https://i.discogs.com/RSFQGN3fhG_COwxMCZXGM-j4Oe5BY9umdQKPHqYUfhY/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM4/MjU1MjUtMTM0NTkw/OTk5OS00MzExLmpw/ZWc.jpeg"
"Boots","Nancy Sinatra","https://i.discogs.com/pIQzE0mk7n-SbCVje2FB0iSzAUafUR_ja6DTqQB48-0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTg2/OTMyOTgtMTQ2NzE0/ODUzOC0zNTk0Lmpw/ZWc.jpeg"
"Let's Get It On","Marvin Gaye","https://i.discogs.com/iBBLBAveocT-6Qn3YjYwZ4P5p3-cTJnsmGaSkV-DJDE/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMw/NTQzOC0xNTUwNTg0/NDY5LTg0MTkuanBl/Zw.jpeg"
"Anthology 10th Anniversary Special","The Temptations","https://i.discogs.com/9k6HlAbd72axTt6G4wN4tUoq3i1w6n3iG-Kkku51Sw4/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NTc0ODI2LTE1NTcw/NTgxOTQtMzk3OS5q/cGVn.jpeg"
"Merry Christmas","Mariah Carey","https://i.discogs.com/MKGhC3UclfjQAJ5xWocdOtHzaik1o2YleERLGiK8ct8/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc2/Mjc3NDYtMTQ1NDEy/NjQ3Mi03MzY4Lmpw/ZWc.jpeg"
"Christmas With The Chipmunks Vol. 2","The Chipmunks","https://i.discogs.com/7VDigCRqbWKhUVpW5ted__3iaf41CGwRm9JrGetSeR0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTUx/MzgzMzItMTM4NTUy/NzEzNi0yODY0Lmpw/ZWc.jpeg"
"Christmas With The Chipmunks Vol. 2","Alvin, Simon & Theodore","https://i.discogs.com/7VDigCRqbWKhUVpW5ted__3iaf41CGwRm9JrGetSeR0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTUx/MzgzMzItMTM4NTUy/NzEzNi0yODY0Lmpw/ZWc.jpeg"
"Christmas With The Chipmunks Vol. 2","David Seville","https://i.discogs.com/7VDigCRqbWKhUVpW5ted__3iaf41CGwRm9JrGetSeR0/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTUx/MzgzMzItMTM4NTUy/NzEzNi0yODY0Lmpw/ZWc.jpeg"
"Rubber Soul","The Beatles","https://i.discogs.com/4jBhz2QiM50k-ZSbNbX2su_gP6uhIm9EAre6EjDu4ng/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/MjI2MTM5LTE1NTEw/NTI2NjctMTcwNy5q/cGVn.jpeg"
"Let It Be ","The Beatles","https://i.discogs.com/LFZ8DO752S8a8sxYoKLZ9wIIl3OMZA9FOTWSQi2vyB8/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTY2/MjI3OTgtMTYyMTY3/NjExMS02MTY5Lmpw/ZWc.jpeg"
"With The Beatles","The Beatles","https://i.discogs.com/TKvK0dyAK3JcGfle_uv5aRkCyVjrhFpyNdD9bHZMaJI/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE3/ODE1MTY1LTE2MTU2/MDM0NjItOTgxNC5q/cGVn.jpeg"
"Abbey Road","The Beatles","https://i.discogs.com/p-u8PEnSVCHkdYlaXBSCjZrJlcTi6WbqUklXr_lsLPw/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI2/MDc0MjQtMTYzMDYw/MTA4Ny0xMTk5Lmpw/ZWc.jpeg"
"Revolver","The Beatles","https://i.discogs.com/lSoDb78s98UY_VaVgUg-THf6td4L24ApEqLr7Sa29UQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIz/MTgwNDUtMTI3NjU5/Mjg2MS5qcGVn.jpeg"
"Led Zeppelin II","Led Zeppelin","https://i.discogs.com/SF9ANDk6hWiHYnpMeM_rmMkRkKMom1N5oF1lT13ouiY/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU2/NTc1NTEtMTQzMDU3/MzYyNi0xMDgyLmpw/ZWc.jpeg"
"The Band","The Band","https://i.discogs.com/I6XCupyerwNDTBbE381uFRnHUBmOg9XdcP5B7Qc9j0o/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYz/NzczODktMTQxNzcz/ODU5NC01MDIyLmpw/ZWc.jpeg"
"Bridge Over Troubled Water","Simon and Garfunkel","https://i.discogs.com/ZwpRboerDwkt9-mlWkIDeHNcixkFbtp1AwCj8LxTrLQ/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYw/NTMyOC0xNDM3NTUw/NzI4LTI0NDAuanBl/Zw.jpeg"
"Court And Spark","Joni Mitchell","https://i.discogs.com/VrTyrkG1B7xpGQ0ycxG-6l7dCuMgo-Bpdr8Xr9IdjNU/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTg5/MjQxNy0xNTE5OTU1/ODc2LTg2MzEuanBl/Zw.jpeg"
"A Hard Day's Night","The Beatles","https://i.discogs.com/kQOZBPhDkjpcoj7fPasaxgZQ3o7e10W2jbo7ge_V7qc/rs:fill/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ5/NTM2NDQtMTM5MTY5/NTg1Ni0xNTE0Lmpw/ZWc.jpeg"
